architecture,name,description,category,link,tipo_arquitectura,services
9yziTe6lBwk,Ânima Educação: Digitizing Student Experience for Colleges in Brazil,"Education company in brazil providing low-cost education from monolithic to cloud using AWS. use cloudfront to reduce latency, because legacy systems still in Brazil datacenters, while the new cloud architecture is in Virginia. when RDS vs S3: unstructured data like images, videos, logs are on S3 and ElasticSearch (but not shown in the graph). Previously, only one large db with ETL; now with more databases, need a datalake. [Question]: Glue puts data into S3 before loading into RedShift. Why not just directly put into S3?",interactive,https://www.youtube.com/watch?v=9yziTe6lBwk,Edge,"['CloudFront', 'S3', 'ElastiCache', 'Route53', 'ELB', 'RedShift', 'UserConsumerMobile', 'RDS', 'EKS', 'Glue']"
zmJ7rL1iQBY,Fidelity Investments: Using Containers at Scale with Amazon EKS,"This video explains how the company manages its large EKS clusters and allows multiple internal teams to share.
    EKS Manager: (internal tool) does cluster provisioning, deploys daemonsets, manages compute/network/storage resources of the cluster.
    Bootstrapper: (internal tool) namespace manager allowing sharing of a large cluster by multiple teams, identity and authentication.
    EKS Connect: (internal tool) wrapper on top of EKS for easy interaction",control,https://www.youtube.com/watch?v=zmJ7rL1iQBY,,['EKS']
j9OZ-7aCAyA,Homesite: Event-Driven Data Analytics Platform Using Amazon Neptune,Step functions - some actions would exceed Lambda execution window and need tight coordination. Provide one cohesive vision of data produced at different granularities and schemas. Pipeline config(in any format) is stored in dynamo and triggered using Lambda. Scale up based on the workload - cost savings up to 50%. Graph DB to process complex data and store the results in S3(cheaper) and doing queries using serverless Athena.,data_ingestion,https://www.youtube.com/watch?v=j9OZ-7aCAyA,,"['Lambda', 'DynamoDB', 'UserCompanyDataStream', 'ThirdParty', 'S3', 'StepFunctions', 'SQS', 'Neptune', 'Glue']"
CE03UMddoYU,WEGoT aqua: Scaling IoT Platform for Water Management & Sustainability,,data_ingestion,https://www.youtube.com/watch?v=CE03UMddoYU,Edge,"['Lambda', 'DynamoDB', 'ApiGateway', 'UserConsumerEdge', 'EC2', 'SQS', 'ElastiCache', 'Aurora']"
D77FSUkPJ3o,"Avio Aero, a GE Aviation Business: Serverless Application to Manage Expense Purchase Approvals","Expense management system. The workload exhibits spikes and the older application becomes slow to manage this workload. 20 lambda functions to handle different things. DynamoDB to store metadata from the ticket. S3 to store attachments, that are financial docs, encrypted at rest with KMS Technology. Reliable application with the ability to scale and less issues and save lot of money.",interactive,https://www.youtube.com/watch?v=D77FSUkPJ3o,,"['Lambda', 'DynamoDB', 'UserConsumerWeb', 'ThirdParty', 'S3', 'ELB', 'ECS']"
Wk9mCHyjtBU,Veracode: Eliminating Application Security Bugs Through DevSecOps at Scale,"Static Analysis service. The user uploads binary/code to github / gitlab / etc. from where it gets uploaded to Veracode platform.
    Flow 1: a scheduled lambda starts up EC2 instance which pulls uploaded binaries and performs static analysis.
    Flow 2: a scheduled lambda pulls information from online sources (github, gitlab, jira tickets, etc.) and then ML is used to identify issues and vulnerabilities.","compute_intensive,interactive",https://www.youtube.com/watch?v=Wk9mCHyjtBU,HPC,"['Lambda', 'DynamoDB', 'UserConsumerWeb', 'Batch', 'ThirdParty', 'EC2', 'S3', 'KMS']"
XmIhHtPJWog,HDI Group: Automated Security and Compliance Issue Remediation Using Cloud Native Services,"Germany insurance company (-> security & compliance matters), modern data platform to maintain & develop secure data enabled end products
    20 accounts, 50+ Lambda (i.e. protection from 50+ security incidents) now
    AWSConfig, GuardDuty, AccessAnalyzer, and Fargate are ingesting findings to SecurityHub
    Lambda can be triggered manually or automatically
    SecurityHub can export findings to ServiceNow, ServiceNow can create incidents

    Future: More lambda functions, convert Lambda to controls for CI/CD pipelines, make ServiceNow a central view (eg. control standards, manage findings)",interactive,https://www.youtube.com/watch?v=XmIhHtPJWog,,"['Lambda', 'AccessAnalyzer', 'Fargate', 'GuardDuty', 'ServiceNow', 'AWSConfig', 'EventBridge', 'SecurityHub', 'UserCompanyAgent', 'UserCompanyDeveloper']"
acm-HWJhEOA,Careem: Identity Based Fraud Detection Using Neptune and Neptune ML,"Ride share company.
blanket approach to find all kind of frauds. 
Historical data in S3. 
GraphDB - representation of all the users. 
Neptune - because fully managed by AWS
Rule based approach of fraud detection with 90% precision
High value customers are monitored manually as they don't want to risk with 90% precision
Blocked about 35000 bad actors
Graph data can be used by downstream tasks for ML
Future plans - use ML, Replace rules with Neptune ML, increase precision and get rid of manual process
Wishlist from AWS - Neptune ML to make use of edge properties for DL",data_ingestion,https://www.youtube.com/watch?v=acm-HWJhEOA,,"['UserCompanyDataStream', 'S3', 'SQS', 'UserCompanyAPI', 'Neptune', 'RDS', 'BeanStalk', 'EMR']"
W5qVQr-n5M8,FICO: Fraud Detection and AntiMoney Laundering with AWS Lambda and AWS Step Functions,Future plans of directly using AWS batch for directly invoking the batch processing instead of Lambda and EC2,compute_intensive,https://www.youtube.com/watch?v=W5qVQr-n5M8,,"['Lambda', 'UserConsumerWeb', 'ThirdParty', 'EC2', 'S3', 'StepFunctions', 'SQS', 'CloudWatch']"
kszaIJEnKPk,ResMed: Improving Patient Outcomes with Serverless at Scale,,"data_ingestion,interactive",https://www.youtube.com/watch?v=kszaIJEnKPk,Edge,"['Lambda', 'DynamoDB', 'LambdaAtEdge', 'UserConsumerEdge', 'SNS', 'S3', 'AppSync', 'UserConsumerMobile', 'Kinesis', 'CloudFront']"
QnwfcDZkwh8,Mediaset: Achieving an Omni-Channel Broadcasting Voting System Near Realtime at Scale,"viewers send in votes for broadcast content (challenges).
Key: wanted to rebuild in AWS to handle spiky load.",interactive,https://www.youtube.com/watch?v=QnwfcDZkwh8,Edge,"['Firehose', 'MemoryDB', 'UserConsumerWeb', 'Fargate', 'ALB', 'UserConsumerTV', 'WAF', 'S3', 'UserConsumerMobile', 'OnPremDC', 'CloudWatch', 'UserCompanyDeveloper', 'VPN']"
62E9ggjGS8I,DISH Network: Building a Self-Service Portal to Create Multiple Accounts at Scale,Connectivity company. 5G open radio access network. 100s of accounts at scale. Several 100 of vended accounts rolled out in 6 months. This video describes automated workflow to create accounts.,other,https://www.youtube.com/watch?v=62E9ggjGS8I,,"['ThirdParty', 'ControlTower', 'TransitGateway', 'ServiceCatalog', 'UserCompanyDeveloper', 'VPC']"
iKYvG5aiIn8,TrueBlue: Scaling Job Matching with a Serverless Delta Lake,,data_ingestion,https://www.youtube.com/watch?v=iKYvG5aiIn8,,"['DMS', 'ThirdParty', 'S3', 'StepFunctions', 'SQS', 'UserCompanyAnalyst', 'EventBridge', 'Glue']"
Dp3YAxFp-YM,Alef Education: Building an Adaptive Learning System for K12 Students using AWS,"e-learning platform
    120k students learning through platform","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=Dp3YAxFp-YM,,"['UserConsumerWeb', 'SageMaker', 'ECR', 'S3', 'ELB', 'RedShift', 'CloudWatch', 'EKS']"
E8wYXtvGy5k,Freightways: Delivering 50M packages with Serverless Tracking Solution,talks about scale. 500-1500 req/min. talks about why they used Dynamodb?stop using SNS/SQS alternative because it did not scale. why use multiple SQS.fast latency 99% of times. talks about perf improvement,interactive,https://www.youtube.com/watch?v=E8wYXtvGy5k,,"['Lambda', 'DynamoDB', 'UserConsumerWeb', 'Fargate', 'SNS', 'SQS', 'UserConsumerMobile']"
xKaPAihW_gE,Mission: Gamified Platform Scaling with Amazon EKS,"Fantasy sports platform for fan engagement. Users propose startegies and vote for them while the actual game is played.
    So there are two flows, the strategy submission and voting (so two ALBs).
    System is usually idol except for when games are played which is when system needs to scale.
    Everything is contained within VPC.",compute_intensive,https://www.youtube.com/watch?v=xKaPAihW_gE,,"['EKS', 'ALB', 'SQS', 'VPC', 'UserConsumerMobile', 'ElastiCache', 'Aurora']"
WtCfHP6rUAY,Coople: Serverless CQRS and Event Sourcing,"Digital staff platform.
    Migrate CQRS from traditional datacenters to AWS. Specifically mentions the event store is migrated from MySQL to DynamoDB.
    Interesting modular fan-out design: events go to SNS (FIFO); every service that subscribe events by letting SNS (FIFO) sends notifications to SQS (FIFO).
    Previously used SNS and SQS without FIFO; by switching to FIFO, they can remove the components for ordering.","interactive,control",https://www.youtube.com/watch?v=WtCfHP6rUAY,,"['Lambda', 'DynamoDB', 'UserCompanyDataStream', 'SNS', 'S3', 'UserCompanyAPI', 'SQS']"
1aYoIZvabbk,OLX Autos: Building Developer Platform for Rapid Global Expansion,Looks at SQS for resuming jobs in case of spot instance termination.,control,https://www.youtube.com/watch?v=1aYoIZvabbk,,"['ALB', 'SNS', 'UserCompanyDeveloper', 'SQS', 'Route53', 'EKS']"
WS2Qgx0qgCM,Airbnb: Securing MultiTenant Kubernetes Clusters at Scale,"Airbnb runs their own Kubernetes clusters on EC2.
    This is because sometimes they need their own features or back port fixes.
    Many pods run on a single host and they fine-grain IAM roles to these pods.
    The first EC2 provides tokens to each pod. Pod forwards it to STS.
    STS checks the IAM role and sends credentials back to the Pod.
    Security is defined based on namespaces and IAM roles.
    Events are stored in CloudTrail which is queried using ElasticSearch for patterns/debugging.",control,https://www.youtube.com/watch?v=WS2Qgx0qgCM,,"['IAM', 'CloudTrail', 'OpenSearch', 'EC2', 'STS']"
H_S7CxtHgSM,Raiffeisen Bank International: Automated Integration of OnPremises Key Management with AWS KMS,"System: on-premise key management
    The KMS combines the data key and master key to encrypt storage services
    During a key rotation / revoke, the product DevOps can delete a registered master key, which will then remove the key stored in KMS, which thus removes access to files",other,https://www.youtube.com/watch?v=H_S7CxtHgSM,,"['Lambda', 'SNS', 'ThirdParty', 'S3', 'StepFunctions', 'KMS', 'EBS', 'UserCompanyAgent']"
G07keU4g-LU,Jubilant FoodWorks: Driving a Quality Customer Experience Using Data Lake,"1250 restaurants, 200K pizzas delivery in 30 min. Responsible to deliver on time. Trying to solve scale - 1500 orders per min during peak hours. Solving data availability - data latency, weeks before the insights were available to campaigning team. Hot curated data(past 5-6 months) is moved from S3 to redshift. Redshift spectrum transparently joins the data and gives it to user in case data is not present in Redshift. Business insights that are triggered on adhoc basis are served by Athena as redshift has only 5-6 months old data. Future Plans - More data sources need to be plugged in, Sage maker to power forecasting and personalization engines to enhance consumer experience.",data_ingestion,https://www.youtube.com/watch?v=G07keU4g-LU,Edge,"['Athena', 'DMS', 'ThirdParty', 'UserConsumerPOS', 'S3', 'RedShift', 'UserConsumerMobile', 'EMR', 'UserCompanyAnalyst']"
jBffL9zUCSE,"The New York Times: Giving Developers the Freedom to Deploy, While Governing Cloud Services at Scale","Means to govern multiple AWS accounts + services.
    Central account holds runtime. Multiple accounts controlled by ControlTower.
    Infrastructure as code. (standardization for deployments)
    Common policies controlled by control tower (e.g. IAM policies for authentication, and logging)",control,https://www.youtube.com/watch?v=jBffL9zUCSE,,"['ECR', 'S3', 'UserCompanyDeveloper', 'ControlTower', 'TransitGateway', 'RDS', 'EKS']"
9JwZKseE9lc,This is My Architecture: Security Customer Spotlight,summary video,control,https://www.youtube.com/watch?v=9JwZKseE9lc,,"['UserConsumerAPI', 'Kinesis']"
1tGmQd0yOzE,Whirlpool: Resilient SAP on AWS,"Home appliance company.
    The shown case is SAP extended warehouse management. Four EC2 instances run different components of the SAP system.
    One challenge is to have one static IP that actually talks to two availability zones (AZs); solution is overlap IP; use a route table that points to each individual EC2 instance's IP address; upon failure, reroute traffic to active nodes.
    The video mentions route tables but does not specify which service (maybe VPC?)",control,https://www.youtube.com/watch?v=1tGmQd0yOzE,,"['ThirdParty', 'EC2', 'NLB', 'VPC']"
sezX7CSbXTg,Taco Bell: Order Middleware - Enabling Delivery Orders at Massive Scale,42 million customers per week in 7000 restaurants. In 2 weeks the deployable flow was developed. highly scalable - 300k orders in hour. predictable cost model - pay as you go.,interactive,https://www.youtube.com/watch?v=sezX7CSbXTg,,"['Lambda', 'ApiGateway', 'ThirdParty', 'StepFunctions', 'EventBridge', 'UserConsumerMobile']"
5f3z1Z_9BJA,Capgemini: Refactoring a Data Warehouse to Amazon Redshift,"Life science project, migration from IBM services to AWS redshift.
    Use AWS snowball to transfer data to datacenter for the initial loading; later ingestion use Storage Gateway.
    Use ELT instead of ETL.
    Require HIPAA compliance and encrypt data at rest.",data_ingestion,https://www.youtube.com/watch?v=5f3z1Z_9BJA,Edge,"['DirectConnect', 'UserCompanyDataStream', 'EC2', 'S3', 'RedShift', 'RDS', 'StorageGateway']"
